C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/0.png;0,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/1.png;1,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/10.png;2,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/11.png;3,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/12.png;4,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/13.png;5,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/14.png;6,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/15.png;7,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/16.png;8,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/17.png;9,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/18.png;10,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/19.png;11,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/2.png;12,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/20.png;13,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/21.png;14,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/22.png;15,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/23.png;16,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/24.png;17,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/25.png;18,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/26.png;19,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/27.png;20,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/28.png;21,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/29.png;22,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/3.png;23,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/30.png;24,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/31.png;25,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/32.png;26,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/33.png;27,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/34.png;28,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/35.png;29,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/36.png;30,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/37.png;31,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/38.png;32,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/39.png;33,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/4.png;34,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/40.png;35,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/41.png;36,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/42.png;37,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/43.png;38,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/44.png;39,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/45.png;40,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/46.png;41,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/47.png;42,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/48.png;43,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/49.png;44,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/5.png;45,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/50.png;46,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/51.png;47,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/52.png;48,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/53.png;49,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/54.png;50,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/55.png;51,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/56.png;52,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/57.png;53,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/58.png;54,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/59.png;55,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/6.png;56,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/60.png;57,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/61.png;58,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/62.png;59,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/63.png;60,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/64.png;61,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/65.png;62,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/66.png;63,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/67.png;64,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/68.png;65,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/69.png;66,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/7.png;67,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/70.png;68,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/71.png;69,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/72.png;70,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/73.png;71,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/74.png;72,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/75.png;73,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/76.png;74,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/77.png;75,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/78.png;76,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/79.png;77,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/8.png;78,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/80.png;79,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/81.png;80,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/82.png;81,
C:/Users/ferni/OneDrive/Computer Science/FER/FER2.0/new/surprise/9.png;82,
